Section ID,Section,HS2 ID,HS2,HS4 ID,HS4,Trade Value
6,Chemical Products,630,Pharmaceutical products,63006,Special Pharmaceuticals,47824553
6,Chemical Products,631,Fertilizers,63101,Animal or Vegetable Fertilizers,231433
6,Chemical Products,631,Fertilizers,63102,Nitrogenous Fertilizers,39188078
6,Chemical Products,631,Fertilizers,63103,Phosphatic Fertilizers,1261192
6,Chemical Products,631,Fertilizers,63104,Potassic Fertilizers,4403583
6,Chemical Products,631,Fertilizers,63105,Mixed Mineral or Chemical Fertilizers,23125584
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63201,Vegetable Tanning Extracts,161094
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63202,Synthetic Tanning Extracts,796230
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63203,Vegetable or Animal Dyes,13579830
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63204,Synthetic Coloring Matter,83134652
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63205,Lake Pigments,121897
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63206,Other Coloring Matter,182135251
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63207,Prepared Pigments,62722256
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63208,Nonaqueous Paints,76991442
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63209,Aqueous Paints,21210306
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63210,Other Paints,5793860
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63211,Prepared Paint Driers,1839763
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63212,Nonaqueous Pigments,10676747
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63213,Artistry Paints,127719674
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63214,Glaziers Putty,46943482
6,Chemical Products,632,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",63215,Ink,101890021
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63301,Essential Oils,69539974
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63302,Scented Mixtures,92567083
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63303,Perfumes,46556961
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63304,Beauty Products,538455639
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63305,Hair Products,92929766
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63306,Dental Products,211720664
6,Chemical Products,633,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",63307,Shaving Products,305399197
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63401,Soap,106917251
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63402,Cleaning Products,385842273
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63403,Lubricating Products,45395248
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63404,Waxes,14580388
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63405,Polishes and Creams,52929418
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63406,Candles,77217428
6,Chemical Products,634,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes"" and dental preparations with a basis of plaster""",63407,Pastes and Waxes,66976986
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63501,Casein,167871
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63502,Water Soluble Proteins,11141
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63503,Gelatin,18498023
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63504,Peptones,708974
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63505,Dextrins,3090867
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63506,Glues,460210573
6,Chemical Products,635,Albuminoidal substances; modified starches; glues; enzymes,63507,Enzymes,26723019
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63604,Fireworks,34968418
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63605,Matches,33824
6,Chemical Products,636,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,63606,Pyrophoric Alloys,2369474
6,Chemical Products,637,Photographic or cinematographic goods,63701,Photographic Plates,13281458
6,Chemical Products,637,Photographic or cinematographic goods,63702,Photographic Film,2596677
6,Chemical Products,637,Photographic or cinematographic goods,63703,Photographic Paper,8809828
6,Chemical Products,637,Photographic or cinematographic goods,63704,Undeveloped Exposed Photographic Material,16483
6,Chemical Products,637,Photographic or cinematographic goods,63705,Developed Exposed Photographic Material,1859
6,Chemical Products,637,Photographic or cinematographic goods,63707,Photographic Chemicals,93687728
6,Chemical Products,638,Chemical products n.e.s.,63801,Artificial Graphite,234457444
6,Chemical Products,638,Chemical products n.e.s.,63802,Activated Carbon,9548482
6,Chemical Products,638,Chemical products n.e.s.,63804,Wood Pulp Lyes,1523410
6,Chemical Products,638,Chemical products n.e.s.,63805,Turpentine,1264019
6,Chemical Products,638,Chemical products n.e.s.,63806,Rosin,91511640
6,Chemical Products,638,Chemical products n.e.s.,63807,"Wood Tar, Oils and Pitch",18558
6,Chemical Products,638,Chemical products n.e.s.,63808,Pesticides,250193652
6,Chemical Products,638,Chemical products n.e.s.,63809,Dyeing Finishing Agents,20881491
6,Chemical Products,638,Chemical products n.e.s.,63810,Metal Pickling Preparations,7545442
6,Chemical Products,638,Chemical products n.e.s.,63811,Antiknock,141741471
6,Chemical Products,638,Chemical products n.e.s.,63812,Prepared Rubber Accelerators,44559526
6,Chemical Products,638,Chemical products n.e.s.,63813,Fire Extinguishers Preparations,4401612
6,Chemical Products,638,Chemical products n.e.s.,63814,Organic Composite Solvents,8366489
6,Chemical Products,638,Chemical products n.e.s.,63815,Reaction and Catalytic Products,19607240
6,Chemical Products,638,Chemical products n.e.s.,63816,Refractory Cements,10410455
6,Chemical Products,638,Chemical products n.e.s.,63817,Alkylbenzenes and Alkylnaphthalenes,100167
6,Chemical Products,638,Chemical products n.e.s.,63818,Disc Chemicals for Electronics,68463114
6,Chemical Products,638,Chemical products n.e.s.,63819,Hydraulic Brake Fluid,1319477
6,Chemical Products,638,Chemical products n.e.s.,63820,Antifreeze,1879839
6,Chemical Products,638,Chemical products n.e.s.,63821,Micro-Organism Culture Preparations,1508249
6,Chemical Products,638,Chemical products n.e.s.,63822,Laboratory Reagents,99441252
6,Chemical Products,638,Chemical products n.e.s.,63823,"Industrial Fatty Acids, Oils and Alcohols",1660320
6,Chemical Products,638,Chemical products n.e.s.,63824,Prepr binder for foundry,475807817
6,Chemical Products,638,Chemical products n.e.s.,63825,Residual products of the chemical or allied industries,88496
6,Chemical Products,638,Chemical products n.e.s.,63826,Biodiesel and mixtures thereof,50166045
7,Plastics and Rubbers,739,Plastics and articles thereof,73901,Ethylene Polymers,97566410
7,Plastics and Rubbers,739,Plastics and articles thereof,73902,Propylene Polymers,177577081
7,Plastics and Rubbers,739,Plastics and articles thereof,73903,Styrene Polymers,71830621
7,Plastics and Rubbers,739,Plastics and articles thereof,73904,Vinyl Chloride Polymers,55354754
7,Plastics and Rubbers,739,Plastics and articles thereof,73905,Other Vinyl Polymers,11486811
7,Plastics and Rubbers,739,Plastics and articles thereof,73906,Acrylic Polymers,69908742
7,Plastics and Rubbers,739,Plastics and articles thereof,73907,Polyacetals,745066622
7,Plastics and Rubbers,739,Plastics and articles thereof,73908,Polyamides,101663385
7,Plastics and Rubbers,739,Plastics and articles thereof,73909,Amino-resins,78472923
7,Plastics and Rubbers,739,Plastics and articles thereof,73910,Silicone,100409132
7,Plastics and Rubbers,739,Plastics and articles thereof,73911,Petroleum Resins,40845365
7,Plastics and Rubbers,739,Plastics and articles thereof,73912,Cellulose,7544233
7,Plastics and Rubbers,739,Plastics and articles thereof,73913,Natural Polymers,2739331
7,Plastics and Rubbers,739,Plastics and articles thereof,73914,Polymer Ion-Exchangers,1253297
7,Plastics and Rubbers,739,Plastics and articles thereof,73915,Scrap Plastic,6438108
7,Plastics and Rubbers,739,Plastics and articles thereof,73916,Monofilament,111142602
7,Plastics and Rubbers,739,Plastics and articles thereof,73917,Plastic Pipes,359396436
7,Plastics and Rubbers,739,Plastics and articles thereof,73918,Plastic Floor Coverings,615054964
7,Plastics and Rubbers,739,Plastics and articles thereof,73919,Self-adhesive Plastics,773940277
7,Plastics and Rubbers,739,Plastics and articles thereof,73920,Raw Plastic Sheeting,1469074728
7,Plastics and Rubbers,739,Plastics and articles thereof,73921,Other Plastic Sheetings,614086335
7,Plastics and Rubbers,739,Plastics and articles thereof,73922,Plastic Wash Basins,250962455
7,Plastics and Rubbers,739,Plastics and articles thereof,73923,Plastic Lids,2667309605
7,Plastics and Rubbers,739,Plastics and articles thereof,73924,Plastic Housewares,3026955642
7,Plastics and Rubbers,739,Plastics and articles thereof,73925,Plastic Building Materials,398017608
7,Plastics and Rubbers,739,Plastics and articles thereof,73926,Other Plastic Products,4782358451
7,Plastics and Rubbers,740,Rubber and articles thereof,74001,Rubber,1731842
7,Plastics and Rubbers,740,Rubber and articles thereof,74002,Synthetic Rubber,99812668
7,Plastics and Rubbers,740,Rubber and articles thereof,74003,Reclaimed Rubber,8095416
7,Plastics and Rubbers,740,Rubber and articles thereof,74004,Scrap Rubber,379437
7,Plastics and Rubbers,740,Rubber and articles thereof,74005,Compounded Unvulcanised Rubber,14768183
7,Plastics and Rubbers,740,Rubber and articles thereof,74006,Unvulcanised Rubber Products,1490602
7,Plastics and Rubbers,740,Rubber and articles thereof,74007,Rubber Thread,5611260
7,Plastics and Rubbers,740,Rubber and articles thereof,74008,Rubber Sheets,68921011
7,Plastics and Rubbers,740,Rubber and articles thereof,74009,Rubber Pipes,58199191
7,Plastics and Rubbers,740,Rubber and articles thereof,74010,Rubber Belting,28597840
7,Plastics and Rubbers,740,Rubber and articles thereof,74011,Rubber Tires,468653215
7,Plastics and Rubbers,740,Rubber and articles thereof,74012,Used Rubber Tires,29960199
7,Plastics and Rubbers,740,Rubber and articles thereof,74013,Rubber Inner Tubes,31821600
7,Plastics and Rubbers,740,Rubber and articles thereof,74014,Pharmaceutical Rubber Products,19551328
7,Plastics and Rubbers,740,Rubber and articles thereof,74015,Rubber Apparel,28983293
7,Plastics and Rubbers,740,Rubber and articles thereof,74016,Other Rubber Products,340087435
7,Plastics and Rubbers,740,Rubber and articles thereof,74017,Hard Rubber,5312433
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84101,Equine and Bovine Hides,2027011
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84104,Tanned Equine and Bovine Hides,9599137
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84105,Tanned Sheep Hides,2638
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84106,Tanned Goat Hides,112153
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84107,Leather of Other Animals,102556169
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84112,Leather further prepared after tanning or crusting of sheep or lamb,2213832
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84113,Leather further prepared after tanning or crusting of animals (other than ovine),7564955
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84114,Chamois (including combination chamois) leather,4970290
8,Animal Hides,841,Raw hides and skins (other than furskins) and leather,84115,Composition leather with a basis of leather or leather fibre,2984418
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84201,Saddlery,122480587
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84202,Trunks and Cases,7626545544
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84203,Leather Apparel,300070416
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84205,Other Leather Articles,87764755
8,Animal Hides,842,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",84206,Articles of Gut,975
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84302,Tanned Furskins,804760
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84303,Furskin Apparel,12454519
8,Animal Hides,843,Furskins and artificial fur; manufactures thereof,84304,Artificial Fur,3596046
9,Wood Products,944,Wood and articles of wood; wood charcoal,94401,Fuel Wood,1373184
9,Wood Products,944,Wood and articles of wood; wood charcoal,94402,Wood Charcoal,6600834
9,Wood Products,944,Wood and articles of wood; wood charcoal,94404,Wood Stakes,478354
9,Wood Products,944,Wood and articles of wood; wood charcoal,94405,Wood Wool,170280
9,Wood Products,944,Wood and articles of wood; wood charcoal,94406,Railroad Ties,42894
9,Wood Products,944,Wood and articles of wood; wood charcoal,94407,Sawn Wood,2825587
9,Wood Products,944,Wood and articles of wood; wood charcoal,94408,Veneer Sheets,40275733
9,Wood Products,944,Wood and articles of wood; wood charcoal,94409,Shaped Wood,12355540
9,Wood Products,944,Wood and articles of wood; wood charcoal,94410,Particle Board,11243859
9,Wood Products,944,Wood and articles of wood; wood charcoal,94411,Wood Fiberboard,52712949
9,Wood Products,944,Wood and articles of wood; wood charcoal,94412,Plywood,168177217
9,Wood Products,944,Wood and articles of wood; wood charcoal,94413,Densified Wood,693682
9,Wood Products,944,Wood and articles of wood; wood charcoal,94414,Wood Frames,69136472
9,Wood Products,944,Wood and articles of wood; wood charcoal,94415,Wood Crates,13167861
9,Wood Products,944,Wood and articles of wood; wood charcoal,94416,Wood Barrels,510874
9,Wood Products,944,Wood and articles of wood; wood charcoal,94417,Wooden Tool Handles,47809847
9,Wood Products,944,Wood and articles of wood; wood charcoal,94418,Wood Carpentry,181247503
9,Wood Products,944,Wood and articles of wood; wood charcoal,94419,Wood Kitchenware,111356974
9,Wood Products,944,Wood and articles of wood; wood charcoal,94420,Wood Ornaments,187901257
9,Wood Products,944,Wood and articles of wood; wood charcoal,94421,Other Wood Articles,343838373
9,Wood Products,945,Cork and articles of cork,94501,Raw Cork,73698
9,Wood Products,945,Cork and articles of cork,94503,Natural Cork Articles,74398
9,Wood Products,945,Cork and articles of cork,94504,Agglomerated Cork,2096507
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94601,Plaiting Products,72894326
9,Wood Products,946,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",94602,Basketwork,170327181
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104701,Mechanical Wood Pulp,109585
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104703,Sulfate Chemical Woodpulp,4283974
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104704,Sulfite Chemical Woodpulp,14926
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104706,Recovered Paper Pulp,172078
10,Paper Goods,1047,Pulp of wood or other fibrous cellulosic material; waste and scrap of paper or paperboard,104707,Recovered Paper,38101
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104801,Newsprint,1117179
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104802,Uncoated Paper,186174898
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104803,Facial Tissue,21263037
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104804,Uncoated Kraft Paper,13814795
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104805,Other Uncoated Paper,57492529
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104806,Vegetable Parchment,4049008
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104807,Composite Paper,1776168
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104808,Corrugated Paper,12426911
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104809,Carbon Paper,12657199
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104810,Kaolin Coated Paper,129283670
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104811,Cellulose Fibers Paper,179782869
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104812,Paper Pulp Filter Blocks,2081572
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104813,Cigarette Paper,3096115
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104814,Wallpaper,50768985
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104816,Other Carbon Paper,16511010
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104817,Letter Stock,65231487
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104818,Toilet Paper,759623897
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104819,Paper Containers,1564541652
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104820,Paper Notebooks,309121039
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104821,Paper Labels,149457692
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104822,Paper Spools,8049346
10,Paper Goods,1048,"Paper and paperboard; articles of paper pulp, of paper or paperboard",104823,Shaped Paper,519212030
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104901,Brochures,570324407
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104902,Newspapers,2195799
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104903,Children's Picture Books,373401748
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104904,Sheet Music,161120
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104905,Maps,3999485
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104906,Architectural Plans,5951
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104907,Postage Stamps,29560528
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104908,Decals,48381869
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104909,Postcards,413702212
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104910,Calendars,42419098
10,Paper Goods,1049,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",104911,Other Printed Material,180253916
11,Textiles,1150,Silk,115002,Raw Silk,12517080
11,Textiles,1150,Silk,115003,Silk Waste,438250
11,Textiles,1150,Silk,115004,Non-Retail Silk Yarn,2888630
11,Textiles,1150,Silk,115005,Silk Waste Yarn,1449010
11,Textiles,1150,Silk,115006,Retail Silk Yarn,5427
11,Textiles,1150,Silk,115007,Silk Fabrics,113585028
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115105,Prepared Wool or Animal Hair,27163
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115106,Non-Retail Carded Wool Yarn,8599626
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115107,Non-Retail Combed Wool Yarn,822925
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115108,Non-Retail Animal Hair Yarn,22451358
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115109,Retail Wool or Animal Hair Yarn,755142
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115110,Horsehair Yarn,8629
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115111,Carded Wool or Animal Hair Fabric,1536278
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115112,Combed Wool or Animal Hair Fabric,30572602
11,Textiles,1151,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",115113,Horsehair Fabric,1559
11,Textiles,1152,Cotton,115201,Raw Cotton,1391353
11,Textiles,1152,Cotton,115202,Cotton Waste,11905
11,Textiles,1152,Cotton,115204,Cotton Sewing Thread,2056506
11,Textiles,1152,Cotton,115205,Non-Retail Pure Cotton Yarn,67172439
11,Textiles,1152,Cotton,115206,Non-Retail Mixed Cotton Yarn,28595429
11,Textiles,1152,Cotton,115207,Retail Cotton Yarn,1896587
11,Textiles,1152,Cotton,115208,Light Pure Woven Cotton,311116479
11,Textiles,1152,Cotton,115209,Heavy Pure Woven Cotton,382656908
11,Textiles,1152,Cotton,115210,Light Mixed Woven Cotton,26658288
11,Textiles,1152,Cotton,115211,Heavy Mixed Woven Cotton,360725987
11,Textiles,1152,Cotton,115212,Other Cotton Fabrics,9949792
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115301,Flax Fibers,30634
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115305,Coconut and Other Vegetable Fibers,73212
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115306,Flax Yarn,1465559
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115307,Jute Yarn,741864
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115308,Other Vegetable Fibers Yarn,8714778
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115309,Flax Woven Fabric,96508888
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115310,Jute Woven Fabric,344512
11,Textiles,1153,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,115311,Other Vegetable Fibers Fabric,6192073
11,Textiles,1154,Man-made filaments,115401,Artificial Filament Sewing Thread,35541340
11,Textiles,1154,Man-made filaments,115402,Non-Retail Synthetic Filament Yarn,177797069
11,Textiles,1154,Man-made filaments,115403,Non-Retail Artificial Filament Yarn,1664341
11,Textiles,1154,Man-made filaments,115404,Synthetic Monofilament,21099297
11,Textiles,1154,Man-made filaments,115405,Artificial Monofilament,522860
11,Textiles,1154,Man-made filaments,115406,Retail Artificial Filament Yarn,2241201
11,Textiles,1154,Man-made filaments,115407,Synthetic Filament Yarn Woven Fabric,447034554
11,Textiles,1154,Man-made filaments,115408,Artificial Filament Yarn Woven Fabric,10041570
11,Textiles,1155,Man-made staple fibres,115501,Synthetic Filament Tow,952382
11,Textiles,1155,Man-made staple fibres,115503,Unprocessed Synthetic Staple Fibers,32228794
11,Textiles,1155,Man-made staple fibres,115504,Unprocessed Artificial Staple Fibers,5322463
11,Textiles,1155,Man-made staple fibres,115505,Artificial Fibers Waste,29451
11,Textiles,1155,Man-made staple fibres,115506,Processed Synthetic Staple Fibers,1067070
11,Textiles,1155,Man-made staple fibres,115507,Processed Artificial Staple Fibers,100424
11,Textiles,1155,Man-made staple fibres,115508,Non-Retail Artificial Staple Fibers Sewing Thread,19034749
11,Textiles,1155,Man-made staple fibres,115509,Non-Retail Synthetic Staple Fibers Yarn,28663727
11,Textiles,1155,Man-made staple fibres,115510,Non-Retail Artificial Staple Fibers Yarn,15500945
11,Textiles,1155,Man-made staple fibres,115511,Retail Artificial Staple Fibers Yarn,1323717
11,Textiles,1155,Man-made staple fibres,115512,Synthetic Fabrics,67504142
11,Textiles,1155,Man-made staple fibres,115513,Light Synthetic Cotton Fabrics,21999011
11,Textiles,1155,Man-made staple fibres,115514,Heavy Synthetic Cotton Fabrics,27854716
11,Textiles,1155,Man-made staple fibres,115515,Other Synthetic Fabrics,9550391
11,Textiles,1155,Man-made staple fibres,115516,Woven Fabric of Synthetic Staple Fibers,57387978
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115601,Wadding,93579680
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115602,Felt,26218107
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115603,Non-woven Textiles,403550411
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115604,Rubber Textiles,26839278
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115605,Metallic Yarn,365626
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115606,Gimp Yarn,900710
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115607,Twine and Rope,87262206
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115608,Netting,63266293
11,Textiles,1156,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",115609,Other Articles of Twine and Rope,35309427
11,Textiles,1157,Carpets and other textile floor coverings,115701,Knotted Carpets,7152739
11,Textiles,1157,Carpets and other textile floor coverings,115702,Hand-Woven Rugs,45958902
11,Textiles,1157,Carpets and other textile floor coverings,115703,Tufted Carpets,75690221
11,Textiles,1157,Carpets and other textile floor coverings,115704,Felt Carpets,430012
